# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-F" "GTF" "-a" "genome.gtf" "-t" "gene" "-g" "gene_id" "-s" "1" "-o" "counts_matrix.txt" "/ifb/data/mydatalocal/work/ed/a50959958c8a1035b7ca4e90a61e61/SRR10379722_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/50/0ed48766b0e229f79413cf426b225b/SRR10379726_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/c8/3784a96f58cb6d43cefcc83da746bc/SRR10379723_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/a3/a70741af2b0a622c0e9a52865ad90f/SRR10379724_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/e3/c0b8388a2096991a6f71f12bbaee56/SRR10379721_trimmed.sorted.bam" "/ifb/data/mydatalocal/work/b1/f7b1948a746a8f0ce94c83754b5bd0/SRR10379725_trimmed.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/ifb/data/mydatalocal/work/ed/a50959958c8a1035b7ca4e90a61e61/SRR10379722_trimmed.sorted.bam	/ifb/data/mydatalocal/work/50/0ed48766b0e229f79413cf426b225b/SRR10379726_trimmed.sorted.bam	/ifb/data/mydatalocal/work/c8/3784a96f58cb6d43cefcc83da746bc/SRR10379723_trimmed.sorted.bam	/ifb/data/mydatalocal/work/a3/a70741af2b0a622c0e9a52865ad90f/SRR10379724_trimmed.sorted.bam	/ifb/data/mydatalocal/work/e3/c0b8388a2096991a6f71f12bbaee56/SRR10379721_trimmed.sorted.bam	/ifb/data/mydatalocal/work/b1/f7b1948a746a8f0ce94c83754b5bd0/SRR10379725_trimmed.sorted.bam
SAOUHSC_00985	NC_007795.1	956726	957547	+	822	9419	3668	6861	11619	11981	11436
SAOUHSC_00986	NC_007795.1	957786	958115	-	330	1078	50	1794	314	2072	429
SAOUHSC_00987	NC_007795.1	958153	959334	-	1182	3141	125	5300	942	5672	1050
SAOUHSC_00988	NC_007795.1	959416	960426	-	1011	2093	176	3798	427	3915	497
SAOUHSC_00989	NC_007795.1	960954	962108	-	1155	2175	1411	1618	8507	2336	13214
SAOUHSC_00991	NC_007795.1	962304	963314	-	1011	533	73	548	1328	622	1174
SAOUHSC_00992	NC_007795.1	963467	963886	+	420	1049	16	1434	292	1617	255
SAOUHSC_00993	NC_007795.1	963913	964023	+	111	221	2	293	63	339	40
SAOUHSC_00994	NC_007795.1	964093	967863	-	3771	23483	18883	23448	61613	24661	61983
SAOUHSC_00995	NC_007795.1	968091	968525	-	435	303	184	268	628	361	798
SAOUHSC_00996	NC_007795.1	968680	969150	-	471	8543	573	10014	7494	14119	9153
SAOUHSC_00997	NC_007795.1	969198	970415	-	1218	17238	3255	19566	16047	26089	23620
SAOUHSC_00998	NC_007795.1	970866	972059	+	1194	7908	72	11491	1944	12155	1815
SAOUHSC_00999	NC_007795.1	972596	972874	-	279	11135	2400	7185	19355	12019	14687
SAOUHSC_01000	NC_007795.1	972883	973488	-	606	23203	10810	16671	39583	24763	40117
SAOUHSC_01001	NC_007795.1	973478	975466	-	1989	71852	56456	53750	131382	72858	148702
SAOUHSC_01002	NC_007795.1	975466	976566	-	1101	31802	18285	22912	71163	30339	85387
SAOUHSC_01003	NC_007795.1	976868	976990	+	123	15	3	53	28	56	37
SAOUHSC_01005	NC_007795.1	977138	977455	-	318	20180	759	18071	9826	24241	18062
SAOUHSC_01007	NC_007795.1	978261	979121	-	861	14004	1713	13806	11946	19716	14941
SAOUHSC_01008	NC_007795.1	979385	979804	+	420	1872	3187	1144	6977	1662	7376
SAOUHSC_01009	NC_007795.1	979791	980915	+	1125	5480	3862	3664	14253	4790	23846
SAOUHSC_01010	NC_007795.1	980919	981623	+	705	1558	1797	1087	4036	1438	7304
SAOUHSC_01011	NC_007795.1	981623	981886	+	264	1129	459	881	2912	1199	3561
SAOUHSC_01012	NC_007795.1	981888	982559	+	672	3488	2254	2667	7472	3492	13383
SAOUHSC_01013	NC_007795.1	982552	984741	+	2190	17622	14853	14656	41216	19702	42478
SAOUHSC_01014	NC_007795.1	984720	986204	+	1485	17335	8934	16210	40574	21144	44974
SAOUHSC_01015	NC_007795.1	986197	987225	+	1029	15235	12009	14622	32381	17737	41186
SAOUHSC_01016	NC_007795.1	987228	987794	+	567	9608	4547	9629	18913	11552	29090
SAOUHSC_01017	NC_007795.1	987809	989287	+	1479	28672	15887	27911	51081	34131	75095
SAOUHSC_01018	NC_007795.1	989309	990556	+	1248	36778	23298	40076	62559	50439	70791
SAOUHSC_01019	NC_007795.1	990821	991627	-	807	1484	67	2324	955	2467	1009
SAOUHSC_01021	NC_007795.1	991620	993020	-	1401	4869	906	5269	3886	5900	4207
SAOUHSC_01022	NC_007795.1	993035	993610	-	576	1203	470	1318	2261	1494	2466
SAOUHSC_01023	NC_007795.1	993974	994093	+	120	59	9	71	27	96	31
SAOUHSC_01024	NC_007795.1	994194	994328	-	135	1347	98	742	5100	1460	5015
SAOUHSC_01025	NC_007795.1	994480	995775	+	1296	15317	5294	13296	25781	16339	31664
SAOUHSC_01026	NC_007795.1	996200	997372	+	1173	1016	512	830	2503	1140	3951
SAOUHSC_01027	NC_007795.1	997426	997968	+	543	7250	5883	5001	20014	7792	14662
SAOUHSC_01028	NC_007795.1	998122	998388	+	267	10816	7140	6844	24067	10824	19776
SAOUHSC_01029	NC_007795.1	998391	1000109	+	1719	84256	32748	54078	149180	83798	131528
SAOUHSC_01030	NC_007795.1	1000346	1000579	-	234	302	11	340	455	536	304
SAOUHSC_01031	NC_007795.1	1000777	1002138	+	1362	7460	1085	6136	5191	10081	5512
SAOUHSC_01032	NC_007795.1	1002135	1003154	+	1020	5845	294	4808	4315	7991	5054
SAOUHSC_01034	NC_007795.1	1003287	1003949	+	663	5607	2579	3978	6107	6586	8700
SAOUHSC_A00992	NC_007795.1	1003967	1004122	+	156	1415	382	898	1161	1410	1312
SAOUHSC_01035	NC_007795.1	1004298	1005995	-	1698	17652	3136	13383	34006	24739	30025
SAOUHSC_01036	NC_007795.1	1005995	1006213	-	219	1254	260	1175	2955	1809	4470
SAOUHSC_01037	NC_007795.1	1006242	1006364	-	123	138	5	101	353	119	780
SAOUHSC_01038	NC_007795.1	1006694	1007245	-	552	1409	290	1303	2075	2197	2062
SAOUHSC_01039	NC_007795.1	1007610	1008236	+	627	2158	260	2096	5620	3451	6293
SAOUHSC_01040	NC_007795.1	1008407	1009519	+	1113	33825	7496	25291	33035	36500	21599
SAOUHSC_01041	NC_007795.1	1009523	1010500	+	978	24578	12835	19250	26371	28659	15055
SAOUHSC_01042	NC_007795.1	1010591	1011883	+	1293	52988	18769	39516	55736	58925	34744
SAOUHSC_01043	NC_007795.1	1011887	1013293	+	1407	65015	13097	52206	80877	81577	36959
SAOUHSC_01044	NC_007795.1	1013461	1013736	+	276	623	238	516	1000	772	1302
SAOUHSC_01045	NC_007795.1	1013880	1014419	+	540	1422	87	1246	1267	1280	2165
SAOUHSC_01046	NC_007795.1	1014432	1015526	+	1095	2766	129	2319	1717	2384	3023
SAOUHSC_01047	NC_007795.1	1015519	1016316	+	798	1117	84	1128	617	1107	1027
SAOUHSC_01048	NC_007795.1	1016322	1017131	+	810	2360	108	2391	1246	2417	1813
SAOUHSC_01049	NC_007795.1	1017131	1018204	+	1074	6173	4232	5590	4954	6584	5880
SAOUHSC_01050	NC_007795.1	1018278	1019297	+	1020	28766	6478	30230	32200	38237	48010
SAOUHSC_01051	NC_007795.1	1019580	1019999	+	420	856	606	654	3629	1233	5025
SAOUHSC_01053	NC_007795.1	1020081	1021433	-	1353	558	51	748	496	1004	600
SAOUHSC_01054	NC_007795.1	1021617	1022231	-	615	695	241	445	1742	1123	2060
SAOUHSC_01055	NC_007795.1	1022388	1023215	+	828	14844	3410	12638	8914	19590	9202
SAOUHSC_01055a	NC_007795.1	1023369	1023560	-	192	1599	417	1519	2701	2017	3203
SAOUHSC_01058	NC_007795.1	1023662	1025509	+	1848	14680	2387	17383	14279	20880	11572
SAOUHSC_01060	NC_007795.1	1025649	1025816	-	168	728	132	586	1085	852	1218
SAOUHSC_01061	NC_007795.1	1025818	1026300	-	483	1267	240	1258	2458	1815	2626
SAOUHSC_01062	NC_007795.1	1026441	1026716	+	276	2278	347	1888	6671	2814	4892
SAOUHSC_01063	NC_007795.1	1027030	1028256	+	1227	3374	862	3252	6183	4660	7480
SAOUHSC_01064	NC_007795.1	1028810	1032262	+	3453	14449	13017	11930	53746	18250	51822
SAOUHSC_01065	NC_007795.1	1032402	1033472	-	1071	4053	1924	3618	7385	5346	8293
SAOUHSC_01066	NC_007795.1	1033753	1034664	+	912	4384	1815	2500	9633	3647	10703
SAOUHSC_01067	NC_007795.1	1034689	1035150	+	462	2782	434	2067	6523	2877	8445
SAOUHSC_01068	NC_007795.1	1035362	1035565	+	204	5	2	6	8	11	16
SAOUHSC_01069	NC_007795.1	1035477	1036514	+	1038	2925	682	2324	5301	3580	6385
SAOUHSC_01070	NC_007795.1	1036530	1036964	+	435	1499	401	1232	2319	1895	2571
SAOUHSC_01071	NC_007795.1	1037027	1037953	-	927	1061	668	794	2306	1426	3796
SAOUHSC_01072	NC_007795.1	1038192	1038446	+	255	396	27	265	987	491	998
SAOUHSC_01073	NC_007795.1	1038449	1038838	-	390	150	29	114	399	199	329
SAOUHSC_01074	NC_007795.1	1038980	1039450	+	471	769	369	952	1048	1230	1642
SAOUHSC_01075	NC_007795.1	1039452	1039934	+	483	1550	345	2007	1838	2602	2266
SAOUHSC_01076	NC_007795.1	1039996	1041135	-	1140	243	54	195	451	349	493
SAOUHSC_01077	NC_007795.1	1041262	1041819	+	558	40226	3104	44269	25224	48626	24969
SAOUHSC_01078	NC_007795.1	1041899	1042073	+	175	7931	1019	11140	6555	11808	8306
SAOUHSC_01079	NC_007795.1	1042227	1044164	-	1938	725	72	744	355	1101	405
SAOUHSC_01081	NC_007795.1	1044368	1045420	-	1053	533	404	465	1560	855	2895
SAOUHSC_01082	NC_007795.1	1045629	1046312	+	684	165	35	119	323	194	381
SAOUHSC_01084	NC_007795.1	1046312	1047388	+	1077	256	16	259	342	389	500
SAOUHSC_01085	NC_007795.1	1047415	1048263	+	849	217	17	176	152	303	207
SAOUHSC_01086	NC_007795.1	1048276	1049052	+	777	74	10	69	68	103	115
SAOUHSC_01087	NC_007795.1	1048947	1049240	+	294	43	6	35	32	50	34
SAOUHSC_01088	NC_007795.1	1049302	1050036	+	735	81	13	98	76	139	100
SAOUHSC_01089	NC_007795.1	1050055	1050378	+	324	53	3	71	43	100	87
SAOUHSC_01090	NC_007795.1	1050415	1050522	+	108	2	0	1	1	6	0
SAOUHSC_01091	NC_007795.1	1050762	1051502	+	741	1764	682	1625	4521	2298	4789
SAOUHSC_01092	NC_007795.1	1051883	1052941	+	1059	820	420	589	1404	878	1591
SAOUHSC_01093	NC_007795.1	1052941	1055343	+	2403	3646	1603	3393	7918	5050	10019
SAOUHSC_01095	NC_007795.1	1055514	1056452	-	939	496	264	389	963	677	1055
SAOUHSC_01096	NC_007795.1	1056822	1057082	+	261	1184	199	1061	1645	1453	2037
SAOUHSC_01097	NC_007795.1	1057090	1057611	+	522	1875	84	1644	2129	2540	2083
SAOUHSC_01098	NC_007795.1	1057684	1059396	+	1713	4234	332	2999	4235	5322	3945
SAOUHSC_01099	NC_007795.1	1059406	1061754	+	2349	8261	1510	6446	8953	10001	8835
SAOUHSC_01100	NC_007795.1	1061927	1062241	+	315	7647	1384	4145	16060	9452	13649
SAOUHSC_01101	NC_007795.1	1062304	1062399	-	96	8	0	17	12	26	6
SAOUHSC_01102	NC_007795.1	1062565	1064346	+	1782	4627	1662	3190	6844	4891	8580
SAOUHSC_01103	NC_007795.1	1064670	1065284	+	615	8490	1376	5835	12760	8290	12361
SAOUHSC_01104	NC_007795.1	1065336	1067102	+	1767	52413	20089	37311	49911	52091	57039
SAOUHSC_01105	NC_007795.1	1067102	1067917	+	816	36063	5641	27134	30232	38634	27497
SAOUHSC_01106	NC_007795.1	1068153	1068953	+	801	3694	1500	2352	6411	4042	7930
SAOUHSC_01107	NC_007795.1	1068965	1069552	+	588	2589	524	1813	4317	3036	4858
SAOUHSC_01108	NC_007795.1	1069545	1070048	+	504	3178	286	1947	4645	3443	5716
SAOUHSC_01109	NC_007795.1	1070176	1070343	+	168	0	0	2	4	0	2
SAOUHSC_01110	NC_007795.1	1070537	1070866	+	330	9870	247	7894	21226	14981	8985
SAOUHSC_01111	NC_007795.1	1071183	1071275	-	93	0	0	3	2	1	1
SAOUHSC_01112	NC_007795.1	1071235	1071636	-	402	472	14	459	586	791	440
SAOUHSC_01113	NC_007795.1	1072308	1072814	+	507	694	40	1165	523	1119	536
SAOUHSC_01114	NC_007795.1	1073073	1073570	+	498	5147	462	4285	9158	7270	4834
SAOUHSC_01115	NC_007795.1	1073724	1074074	+	351	3190	142	3026	5891	4946	3376
SAOUHSC_01118	NC_007795.1	1074500	1074745	+	246	223	45	199	119	344	108
SAOUHSC_01119	NC_007795.1	1074896	1075081	-	186	443	57	619	1074	778	853
SAOUHSC_A01081	NC_007795.1	1075291	1075509	-	219	34	65	99	285	44	375
SAOUHSC_01120	NC_007795.1	1075703	1075936	-	234	751	116	707	1808	969	1757
SAOUHSC_01121	NC_007795.1	1076413	1077372	-	960	377571	2871	420312	33086	582098	30564
SAOUHSC_01122	NC_007795.1	1078045	1078191	+	147	5	0	5	1	5	0
SAOUHSC_01123	NC_007795.1	1078148	1078372	+	225	1479	8	1840	637	2138	333
SAOUHSC_01124	NC_007795.1	1078816	1079532	-	717	467	29	673	237	761	325
SAOUHSC_01125	NC_007795.1	1079640	1080365	-	726	290	18	348	168	470	214
SAOUHSC_01127	NC_007795.1	1080460	1081185	-	726	354	27	370	246	475	333
SAOUHSC_01128	NC_007795.1	1081623	1082624	+	1002	608	74	509	338	679	373
SAOUHSC_01129	NC_007795.1	1082647	1083579	+	933	1400	166	1433	529	1913	736
SAOUHSC_01130	NC_007795.1	1083817	1085307	+	1491	2924	1398	2803	2553	3485	3879
SAOUHSC_01131	NC_007795.1	1085615	1085842	+	228	630	40	703	1327	844	1172
SAOUHSC_01133	NC_007795.1	1086147	1087094	-	948	203	107	302	456	316	665
SAOUHSC_01134	NC_007795.1	1087343	1087531	+	189	65	9	61	203	119	234
SAOUHSC_T0006	NC_007795.1	1088006	1088079	-	74	337	93	108	482	254	370
SAOUHSC_01135	NC_007795.1	1088443	1088577	+	135	12986	150	28604	1286	34830	1058
SAOUHSC_01136	NC_007795.1	1088634	1088768	+	135	24863	717	44750	2273	56940	869
SAOUHSC_01137	NC_007795.1	1088892	1089587	+	696	1439	161	2338	999	2606	1392
SAOUHSC_01138	NC_007795.1	1089696	1090136	-	441	3420	320	3068	4235	4564	5841
SAOUHSC_01139	NC_007795.1	1090331	1090558	+	228	2618	72	3541	1593	3879	1995
SAOUHSC_01141	NC_007795.1	1090750	1091952	+	1203	16582	833	21567	7049	23392	6438
SAOUHSC_01142	NC_007795.1	1092096	1092527	+	432	9053	3578	5777	34325	10171	24012
SAOUHSC_01143	NC_007795.1	1092564	1093478	+	915	10153	13631	6689	41409	11498	39332
SAOUHSC_01144	NC_007795.1	1093492	1093893	+	402	3265	969	2903	7428	4788	9427
SAOUHSC_01145	NC_007795.1	1093874	1096108	+	2235	11898	4246	9973	19301	15152	15908
SAOUHSC_01146	NC_007795.1	1096400	1097365	+	966	1314	450	1031	2301	1469	1510
SAOUHSC_01147	NC_007795.1	1097367	1098716	+	1350	3479	937	2653	5939	4026	5523
SAOUHSC_01148	NC_007795.1	1098732	1100051	+	1320	6200	1854	5127	10226	6801	12916
SAOUHSC_01149	NC_007795.1	1100157	1101569	+	1413	23082	5731	16232	53156	23248	68879
SAOUHSC_01150	NC_007795.1	1101602	1102774	+	1173	38278	44096	28527	89347	42907	102738
SAOUHSC_01152	NC_007795.1	1103160	1103825	+	666	1968	349	1507	2885	2197	4151
SAOUHSC_01153	NC_007795.1	1103849	1104517	+	669	14493	1390	12980	17820	16043	20091
SAOUHSC_01154	NC_007795.1	1104514	1105077	+	564	21939	5994	18080	21452	23193	20778
SAOUHSC_01155	NC_007795.1	1105089	1105379	+	291	5128	519	6693	6457	7030	4992
SAOUHSC_01156	NC_007795.1	1105462	1106268	+	807	6410	267	6110	5507	7396	7485
SAOUHSC_01158	NC_007795.1	1106292	1106909	+	618	21680	5286	23567	20507	28628	26933
SAOUHSC_01159	NC_007795.1	1107130	1109883	+	2754	3788	3068	3014	7738	5048	11323
SAOUHSC_01160	NC_007795.1	1110173	1110970	+	798	1090	176	803	1904	1372	2417
SAOUHSC_01162	NC_007795.1	1111794	1112285	+	492	1291	166	1471	1298	1389	1866
SAOUHSC_01163	NC_007795.1	1112285	1113202	+	918	7824	1474	8147	6143	9082	7433
SAOUHSC_01164	NC_007795.1	1113602	1114129	+	528	1203	120	1132	1701	2009	1249
SAOUHSC_01165	NC_007795.1	1114347	1115654	+	1308	881	126	960	7206	1367	2495
SAOUHSC_01166	NC_007795.1	1115682	1116563	+	882	803	645	830	12077	1191	5137
SAOUHSC_01168	NC_007795.1	1116581	1117855	+	1275	1608	1202	1554	17805	2115	7018
SAOUHSC_01169	NC_007795.1	1117857	1118957	+	1101	1340	315	1310	13693	1900	4284
SAOUHSC_01170	NC_007795.1	1118950	1122123	+	3174	4715	4097	5804	35392	7192	17100
SAOUHSC_01171	NC_007795.1	1122233	1122925	+	693	1247	317	1486	5121	1775	3192
SAOUHSC_01172	NC_007795.1	1122925	1123536	+	612	1121	284	1560	4141	1842	2163
SAOUHSC_01173	NC_007795.1	1123566	1123778	+	213	1363	159	1582	2522	2061	3044
SAOUHSC_01174	NC_007795.1	1124215	1124616	+	402	2418	640	2235	2670	3141	2417
SAOUHSC_01175	NC_007795.1	1124879	1126576	-	1698	8601	492	6374	7070	9910	5893
SAOUHSC_01176	NC_007795.1	1126851	1127474	+	624	5470	1939	4996	19181	6090	24544
SAOUHSC_01177	NC_007795.1	1127474	1127692	+	219	2289	747	1987	5712	2475	7061
SAOUHSC_01178	NC_007795.1	1127908	1129107	+	1200	2418	527	1912	2963	2918	3408
SAOUHSC_01179	NC_007795.1	1129107	1131515	+	2409	5481	1812	5182	6083	7194	6715
SAOUHSC_01180	NC_007795.1	1132021	1132974	+	954	732	22	762	450	971	453
SAOUHSC_01181	NC_007795.1	1133137	1133415	-	279	6347	2046	3332	13090	5900	15608
SAOUHSC_01182	NC_007795.1	1133639	1134127	+	489	1916	152	1991	1697	2308	2402
SAOUHSC_01183	NC_007795.1	1134120	1135055	+	936	5687	1203	5789	4304	6612	6444
SAOUHSC_01184	NC_007795.1	1135052	1136359	+	1308	6412	1129	7145	5696	8588	7874
SAOUHSC_01185	NC_007795.1	1136362	1137456	+	1095	7182	1629	7672	6645	8854	9309
SAOUHSC_01186	NC_007795.1	1137463	1138206	+	744	3997	1792	4335	3624	4605	5781
SAOUHSC_01187	NC_007795.1	1138203	1140197	+	1995	19607	2640	26318	11478	29158	14366
SAOUHSC_01188	NC_007795.1	1140425	1141300	+	876	2213	374	2073	3085	2730	3481
SAOUHSC_01189	NC_007795.1	1141301	1141945	+	645	2086	221	2055	2491	2666	2264
SAOUHSC_01190	NC_007795.1	1141952	1142593	+	642	2675	499	2938	2786	3663	3089
SAOUHSC_01191	NC_007795.1	1142974	1143162	-	189	77556	33128	43636	132768	81648	107305
SAOUHSC_01192	NC_007795.1	1143605	1143979	+	375	4556	489	3932	3273	5336	3839
SAOUHSC_01193	NC_007795.1	1143994	1145640	+	1647	16336	2297	15065	13807	21969	12625
SAOUHSC_01194	NC_007795.1	1145830	1147890	+	2061	4049	808	2534	7326	4701	7038
SAOUHSC_01196	NC_007795.1	1148093	1148665	+	573	2768	1109	1880	10178	3027	10277
SAOUHSC_01197	NC_007795.1	1148670	1149656	+	987	5433	6626	3370	18964	5093	19628
SAOUHSC_01198	NC_007795.1	1149649	1150575	+	927	5689	3892	3705	20825	5516	18828
SAOUHSC_01199	NC_007795.1	1150568	1151302	+	735	5919	5660	3803	22206	5886	21053
SAOUHSC_01200	NC_007795.1	1151425	1151523	-	99	2	0	2	16	10	12
SAOUHSC_01201	NC_007795.1	1151545	1151778	+	234	5134	2411	3516	28960	6363	20533
SAOUHSC_01203	NC_007795.1	1151894	1152625	+	732	567	319	505	1355	662	1618
SAOUHSC_01204	NC_007795.1	1152772	1156338	+	3567	3947	709	3410	5568	4792	6436
SAOUHSC_01205	NC_007795.1	1156338	1157588	+	1251	2133	830	2107	2656	2610	3397
SAOUHSC_01206	NC_007795.1	1157575	1157907	+	333	624	93	762	937	830	1997
SAOUHSC_01207	NC_007795.1	1157933	1159300	+	1368	9309	2223	8204	12048	11432	14703
SAOUHSC_01208	NC_007795.1	1159735	1160010	+	276	9657	1146	9234	4344	15090	5026
SAOUHSC_01209	NC_007795.1	1160198	1160701	+	504	1685	77	1922	602	2360	728
SAOUHSC_01210	NC_007795.1	1160701	1161438	+	738	4345	414	4708	1289	5830	1449
SAOUHSC_01211	NC_007795.1	1161541	1161891	+	351	100137	4317	88729	54050	119921	17802
SAOUHSC_01213	NC_007795.1	1162135	1164741	-	2607	2459	315	2311	3209	3194	3970
SAOUHSC_01214	NC_007795.1	1165142	1166026	+	885	1689	393	1439	2137	2032	2973
SAOUHSC_01215	NC_007795.1	1166010	1166777	+	768	2261	909	2380	2357	2966	3388
SAOUHSC_01216	NC_007795.1	1166886	1168052	+	1167	38002	20307	24936	29055	34827	36378
SAOUHSC_01218	NC_007795.1	1168074	1168982	+	909	44573	18007	31180	29118	44867	32922
SAOUHSC_01219	NC_007795.1	1169209	1170327	+	1119	1045	34	1165	342	1447	288
SAOUHSC_01220	NC_007795.1	1170355	1171599	+	1245	824	23	1158	370	1342	366
SAOUHSC_01221	NC_007795.1	1171904	1172644	+	741	101	19	132	121	142	137
SAOUHSC_01222	NC_007795.1	1172818	1174893	+	2076	17020	9499	15869	21534	18634	33637
SAOUHSC_01223	NC_007795.1	1175049	1176356	+	1308	15591	8928	16560	15311	19257	25951
SAOUHSC_01224	NC_007795.1	1176773	1177669	+	897	3603	1610	2117	6887	3459	8786
SAOUHSC_01225	NC_007795.1	1177666	1178211	+	546	4473	3271	2525	6505	3984	8095
SAOUHSC_01226	NC_007795.1	1178277	1179680	+	1404	11449	4094	7151	18215	10876	21996
SAOUHSC_01228	NC_007795.1	1179705	1180478	+	774	6109	1962	4203	13377	6686	16706
SAOUHSC_01230	NC_007795.1	1180529	1180621	+	93	37	14	23	59	40	48
SAOUHSC_01233	NC_007795.1	1181622	1181735	+	114	12157	229	16309	2723	17464	2410
SAOUHSC_01234	NC_007795.1	1181770	1182651	+	882	119097	5796	115920	35085	144182	28676
SAOUHSC_01235	NC_007795.1	1182788	1183510	+	723	2676	726	2382	2283	3571	2315
SAOUHSC_01236	NC_007795.1	1183529	1184083	+	555	5182	706	5345	4058	7251	4022
SAOUHSC_01237	NC_007795.1	1184456	1185226	+	771	1586	250	1422	2459	1686	2942
SAOUHSC_01238	NC_007795.1	1185233	1186015	+	783	1781	362	1697	2062	2181	1914
SAOUHSC_01239	NC_007795.1	1186354	1187538	+	1185	4244	1238	4052	6457	5781	8336
SAOUHSC_01240	NC_007795.1	1187558	1189261	+	1704	11209	4380	10327	17581	14810	19430
SAOUHSC_01241	NC_007795.1	1189525	1193835	+	4311	26563	4247	28338	18427	37395	18206
SAOUHSC_01242	NC_007795.1	1194125	1194592	+	468	5612	431	5058	2649	6725	2919
SAOUHSC_01243	NC_007795.1	1194613	1195788	+	1176	13570	1351	11460	6831	16001	4256
SAOUHSC_01244	NC_007795.1	1195809	1196093	+	285	2516	362	2678	1557	3319	1439
SAOUHSC_01245	NC_007795.1	1196090	1196407	+	318	3009	380	2907	1781	3719	1855
SAOUHSC_01246	NC_007795.1	1196412	1198529	+	2118	40283	5614	37185	29668	51330	24919
SAOUHSC_01247	NC_007795.1	1198915	1199265	+	351	6939	1321	6377	5187	8612	6354
SAOUHSC_01248	NC_007795.1	1199434	1200351	+	918	1630	982	1201	2842	1682	3640
SAOUHSC_01249	NC_007795.1	1200366	1201337	+	972	4335	914	3114	6832	5194	7014
SAOUHSC_01250	NC_007795.1	1201452	1201721	+	270	66992	3370	78281	38985	102798	36881
SAOUHSC_01251	NC_007795.1	1202091	1204187	+	2097	30483	11199	26373	33382	33860	37142
SAOUHSC_01252	NC_007795.1	1204525	1206096	+	1572	25195	6409	24472	26376	35626	27618
SAOUHSC_01253	NC_007795.1	1206478	1208721	+	2244	9366	3736	7266	14956	11859	14233
SAOUHSC_01254	NC_007795.1	1208726	1209439	+	714	1532	927	1043	2994	1653	2601
SAOUHSC_01255	NC_007795.1	1209470	1210735	+	1266	826	63	852	615	1143	629
SAOUHSC_01256	NC_007795.1	1210735	1212021	+	1287	1858	341	1761	1394	2407	1704
SAOUHSC_01257	NC_007795.1	1212021	1212725	+	705	1658	599	1420	1222	2047	1232
SAOUHSC_01258	NC_007795.1	1212830	1213657	+	828	4274	1315	4300	5310	5476	7611
SAOUHSC_01259	NC_007795.1	1213676	1214068	+	393	2502	1827	2551	3100	3465	3625
SAOUHSC_01260	NC_007795.1	1214102	1214680	+	579	3230	472	3597	3921	4841	5343
SAOUHSC_01261	NC_007795.1	1214907	1216058	+	1152	1921	330	1747	3367	2443	3526
SAOUHSC_01262	NC_007795.1	1216223	1217266	+	1044	52248	10921	53493	47054	71264	38099
SAOUHSC_01263	NC_007795.1	1217620	1219179	+	1560	113819	12530	105466	68260	121362	67238
SAOUHSC_01264	NC_007795.1	1219476	1219691	-	216	1243	32	561	1406	1520	972
SAOUHSC_01265	NC_007795.1	1219865	1220662	+	798	2053	1234	1522	5530	2229	6070
SAOUHSC_01266	NC_007795.1	1220802	1222562	+	1761	7607	2450	6076	8930	8119	12689
SAOUHSC_01267	NC_007795.1	1222563	1223429	+	867	4658	2161	4223	5909	5509	8008
SAOUHSC_01268	NC_007795.1	1223523	1223816	+	294	185	46	130	580	202	780
SAOUHSC_01269	NC_007795.1	1223950	1225494	+	1545	6651	1198	8187	10062	9249	11553
SAOUHSC_01270	NC_007795.1	1225495	1225860	+	366	3180	602	3973	3386	4250	5786
SAOUHSC_01271	NC_007795.1	1225887	1226378	+	492	3538	758	4187	3566	4991	3381
SAOUHSC_01272	NC_007795.1	1226777	1229299	+	2523	3040	927	2871	5007	4182	6458
SAOUHSC_01273	NC_007795.1	1229312	1231321	+	2010	2885	960	3207	4569	4385	6028
SAOUHSC_01274	NC_007795.1	1231327	1231869	+	543	965	222	1336	1343	1487	2155
SAOUHSC_01275	NC_007795.1	1232334	1233152	+	819	3847	11289	2549	28309	4523	19795
SAOUHSC_01276	NC_007795.1	1233281	1234777	+	1497	4398	3650	2829	12896	4114	12207
SAOUHSC_01278	NC_007795.1	1234935	1236608	+	1674	2523	7754	1933	63056	2326	12955
SAOUHSC_01279	NC_007795.1	1236758	1237672	+	915	323	217	235	1668	405	1965
SAOUHSC_01280	NC_007795.1	1237690	1238625	+	936	1675	277	1311	2523	1903	2196
SAOUHSC_01281	NC_007795.1	1238640	1238873	+	234	1099	108	777	1330	1266	657
SAOUHSC_01282	NC_007795.1	1239095	1239571	-	477	1587	965	885	3285	1821	3972
SAOUHSC_01283	NC_007795.1	1239683	1240921	+	1239	2094	371	1898	1866	2335	2077
SAOUHSC_01284	NC_007795.1	1240940	1242178	+	1239	3491	351	3252	2455	4341	3038
SAOUHSC_01285	NC_007795.1	1242421	1242789	+	369	2593	670	1764	9090	2640	8037
SAOUHSC_01287	NC_007795.1	1242808	1244148	+	1341	13690	6407	11261	48083	15861	41437
SAOUHSC_01288	NC_007795.1	1244641	1244838	+	198	72	16	58	112	79	66
